"","Phecode","ICD","ICD910","code"
"64076","676_","ICD9:676.01","ICD9","67601"
"64077","676_","ICD9:676.02","ICD9","67602"
"64078","676_","ICD9:676.03","ICD9","67603"
"64079","676_","ICD9:676.04","ICD9","67604"
"64080","676_","ICD9:676.1","ICD9","6761"
"64081","676_","ICD9:676.10","ICD9","67610"
"64082","676_","ICD9:676.11","ICD9","67611"
"64083","676_","ICD9:676.12","ICD9","67612"
"64084","676_","ICD9:676.13","ICD9","67613"
"64085","676_","ICD9:676.14","ICD9","67614"
"64086","676_","ICD9:676.2","ICD9","6762"
"64087","676_","ICD9:676.20","ICD9","67620"
"64088","676_","ICD9:676.21","ICD9","67621"
"64089","676_","ICD9:676.22","ICD9","67622"
"64090","676_","ICD9:676.23","ICD9","67623"
"64091","676_","ICD9:676.24","ICD9","67624"
"64092","676_","ICD9:676.3","ICD9","6763"
"64093","676_","ICD9:676.30","ICD9","67630"
"64094","676_","ICD9:676.31","ICD9","67631"
"64095","676_","ICD9:676.32","ICD9","67632"
"64096","676_","ICD9:676.33","ICD9","67633"
"64097","676_","ICD9:676.34","ICD9","67634"
"64098","676_","ICD9:676.4","ICD9","6764"
"64099","676_","ICD9:676.40","ICD9","67640"
"64100","676_","ICD9:676.41","ICD9","67641"
"64101","676_","ICD9:676.42","ICD9","67642"
"64102","676_","ICD9:676.43","ICD9","67643"
"64103","676_","ICD9:676.44","ICD9","67644"
"64104","676_","ICD9:676.5","ICD9","6765"
"64105","676_","ICD9:676.50","ICD9","67650"
"64106","676_","ICD9:676.51","ICD9","67651"
"64107","676_","ICD9:676.52","ICD9","67652"
"64108","676_","ICD9:676.53","ICD9","67653"
"64109","676_","ICD9:676.54","ICD9","67654"
"64110","676_","ICD9:676.8","ICD9","6768"
"64111","676_","ICD9:676.80","ICD9","67680"
"64112","676_","ICD9:676.81","ICD9","67681"
"64113","676_","ICD9:676.82","ICD9","67682"
"64114","676_","ICD9:676.83","ICD9","67683"
"64115","676_","ICD9:676.84","ICD9","67684"
"64116","676_","ICD9:676.9","ICD9","6769"
"64117","676_","ICD9:676.90","ICD9","67690"
"64118","676_","ICD9:676.91","ICD9","67691"
"64119","676_","ICD9:676.92","ICD9","67692"
"64120","676_","ICD9:676.93","ICD9","67693"
"64121","676_","ICD9:676.94","ICD9","67694"
"64147","679_","ICD9:679","ICD9","679"
"64148","679_","ICD9:679.0","ICD9","6790"
"64149","679_","ICD9:679.00","ICD9","67900"
"64150","679_","ICD9:679.01","ICD9","67901"
"64151","679_","ICD9:679.02","ICD9","67902"
"64152","679_","ICD9:679.03","ICD9","67903"
"64153","679_","ICD9:679.04","ICD9","67904"
"64154","679_","ICD9:679.1","ICD9","6791"
"64155","679_","ICD9:679.10","ICD9","67910"
"64156","679_","ICD9:679.11","ICD9","67911"
"64157","679_","ICD9:679.12","ICD9","67912"
"64158","679_","ICD9:679.13","ICD9","67913"
"64159","679_","ICD9:679.14","ICD9","67914"
"64168","681_","ICD9:682","ICD9","682"
"64169","681_","ICD9:682.8","ICD9","6828"
"64170","681_","ICD9:682.9","ICD9","6829"
"64185","681_","ICD9:681","ICD9","681"
"64186","681_","ICD9:681.0","ICD9","6810"
"64187","681_","ICD9:681.00","ICD9","68100"
"64188","681_","ICD9:681.01","ICD9","68101"
"64189","681_","ICD9:681.02","ICD9","68102"
"64190","681_","ICD9:681.1","ICD9","6811"
"64191","681_","ICD9:681.10","ICD9","68110"
"64192","681_","ICD9:681.11","ICD9","68111"
"64193","681_","ICD9:681.9","ICD9","6819"
"64213","681_","ICD9:682.0","ICD9","6820"
"64214","681_","ICD9:682.1","ICD9","6821"
"64226","681_","ICD9:682.3","ICD9","6823"
"64227","681_","ICD9:682.4","ICD9","6824"
"64249","681_","ICD9:682.6","ICD9","6826"
"64264","681_","ICD9:682.7","ICD9","6827"
"64271","681_","ICD9:682.2","ICD9","6822"
"64272","681_","ICD9:682.5","ICD9","6825"
"64300","681_1","ICD9:681","ICD9","681"
"64301","681_1","ICD9:681.0","ICD9","6810"
"64302","681_1","ICD9:681.00","ICD9","68100"
"64303","681_1","ICD9:681.01","ICD9","68101"
"64304","681_1","ICD9:681.02","ICD9","68102"
"64305","681_1","ICD9:681.1","ICD9","6811"
"64306","681_1","ICD9:681.10","ICD9","68110"
"64307","681_1","ICD9:681.11","ICD9","68111"
"64308","681_1","ICD9:681.9","ICD9","6819"
"64328","681_2","ICD9:682.0","ICD9","6820"
"64329","681_2","ICD9:682.1","ICD9","6821"
"64341","681_3","ICD9:682.3","ICD9","6823"
"64342","681_3","ICD9:682.4","ICD9","6824"
"64364","681_5","ICD9:682.6","ICD9","6826"
"64379","681_6","ICD9:682.7","ICD9","6827"
"64386","681_7","ICD9:682.2","ICD9","6822"
"64387","681_7","ICD9:682.5","ICD9","6825"
"64415","686_","ICD9:020.1","ICD9","0201"
"64416","686_","ICD9:021.0","ICD9","0210"
"64417","686_","ICD9:022.0","ICD9","0220"
"64418","686_","ICD9:031.1","ICD9","0311"
"64419","686_","ICD9:032.85","ICD9","03285"
"64420","686_","ICD9:035","ICD9","035"
"64421","686_","ICD9:039.0","ICD9","0390"
"64422","686_","ICD9:686","ICD9","686"
"64423","686_","ICD9:686.8","ICD9","6868"
"64424","686_","ICD9:686.9","ICD9","6869"
"64441","686_1","ICD9:680","ICD9","680"
"64442","686_1","ICD9:680.0","ICD9","6800"
"64443","686_1","ICD9:680.1","ICD9","6801"
"64444","686_1","ICD9:680.2","ICD9","6802"
"64445","686_1","ICD9:680.3","ICD9","6803"
"64446","686_1","ICD9:680.4","ICD9","6804"
"64447","686_1","ICD9:680.5","ICD9","6805"
"64448","686_1","ICD9:680.6","ICD9","6806"
"64449","686_1","ICD9:680.7","ICD9","6807"
"64450","686_1","ICD9:680.8","ICD9","6808"
"64451","686_1","ICD9:680.9","ICD9","6809"
"64515","686_2","ICD9:684","ICD9","684"
"64516","686_2","ICD9:684.0","ICD9","6840"
"64525","686_3","ICD9:685","ICD9","685"
"64526","686_3","ICD9:685.0","ICD9","6850"
"64527","686_3","ICD9:685.1","ICD9","6851"
"64536","686_4","ICD9:686.1","ICD9","6861"
"64540","686_5","ICD9:686.0","ICD9","6860"
"64541","686_5","ICD9:686.00","ICD9","68600"
"64542","686_5","ICD9:686.01","ICD9","68601"
"64543","686_5","ICD9:686.09","ICD9","68609"
"64547","687_","ICD9:782.9","ICD9","7829"
"64550","687_","ICD9:782.2","ICD9","7822"
"64563","687_","ICD9:782.8","ICD9","7828"
"64565","687_1","ICD9:782.1","ICD9","7821"
"64567","687_2","ICD9:782.2","ICD9","7822"
"64580","687_3","ICD9:782.8","ICD9","7828"
"64582","687_4","ICD9:782.0","ICD9","7820"
"64590","689_","ICD9:709","ICD9","709"
"64591","689_","ICD9:709.8","ICD9","7098"
"64592","689_","ICD9:709.9","ICD9","7099"
"64593","689_","ICD9:V13.3","ICD9","V133"
"64603","690_","ICD9:690","ICD9","690"
"64604","690_","ICD9:690.8","ICD9","6908"
"64606","690_","ICD9:690.1","ICD9","6901"
"64607","690_","ICD9:690.10","ICD9","69010"
"64608","690_","ICD9:690.11","ICD9","69011"
"64609","690_","ICD9:690.12","ICD9","69012"
"64610","690_","ICD9:690.18","ICD9","69018"
"64618","690_1","ICD9:690.1","ICD9","6901"
"64619","690_1","ICD9:690.10","ICD9","69010"
"64620","690_1","ICD9:690.11","ICD9","69011"
"64621","690_1","ICD9:690.12","ICD9","69012"
"64622","690_1","ICD9:690.18","ICD9","69018"
"64630","691_","ICD9:757.2","ICD9","7572"
"64631","691_","ICD9:757.3","ICD9","7573"
"64632","691_","ICD9:757.31","ICD9","75731"
"64633","691_","ICD9:757.39","ICD9","75739"
"64644","691_","ICD9:757.1","ICD9","7571"
"64653","691_","ICD9:757.33","ICD9","75733"
"64657","691_1","ICD9:757.1","ICD9","7571"
"64666","691_3","ICD9:757.33","ICD9","75733"
"64670","694_","ICD9:709.0","ICD9","7090"
"64671","694_","ICD9:709.01","ICD9","70901"
"64673","694_","ICD9:709.00","ICD9","70900"
"64674","694_","ICD9:709.09","ICD9","70909"
"64687","694_","ICD9:709.1","ICD9","7091"
"64691","694_1","ICD9:709.01","ICD9","70901"
"64693","694_2","ICD9:709.00","ICD9","70900"
"64694","694_2","ICD9:709.09","ICD9","70909"
"64707","694_3","ICD9:709.1","ICD9","7091"
"64711","695_","ICD9:695","ICD9","695"
"64712","695_","ICD9:695.5","ICD9","6955"
"64713","695_","ICD9:695.50","ICD9","69550"
"64714","695_","ICD9:695.51","ICD9","69551"
"64715","695_","ICD9:695.52","ICD9","69552"
"64716","695_","ICD9:695.53","ICD9","69553"
"64717","695_","ICD9:695.54","ICD9","69554"
"64718","695_","ICD9:695.55","ICD9","69555"
"64719","695_","ICD9:695.56","ICD9","69556"
"64720","695_","ICD9:695.57","ICD9","69557"
"64721","695_","ICD9:695.58","ICD9","69558"
"64722","695_","ICD9:695.59","ICD9","69559"
"64734","695_","ICD9:695.0","ICD9","6950"
"64735","695_","ICD9:695.1","ICD9","6951"
"64736","695_","ICD9:695.10","ICD9","69510"
"64737","695_","ICD9:695.11","ICD9","69511"
"64738","695_","ICD9:695.12","ICD9","69512"
"64739","695_","ICD9:695.13","ICD9","69513"
"64740","695_","ICD9:695.14","ICD9","69514"
"64741","695_","ICD9:695.15","ICD9","69515"
"64742","695_","ICD9:695.19","ICD9","69519"
"64758","695_","ICD9:694","ICD9","694"
"64759","695_","ICD9:694.8","ICD9","6948"
"64760","695_","ICD9:694.9","ICD9","6949"
"64764","695_","ICD9:694.0","ICD9","6940"
"64765","695_","ICD9:694.1","ICD9","6941"
"64766","695_","ICD9:694.2","ICD9","6942"
"64767","695_","ICD9:694.3","ICD9","6943"
"64772","695_","ICD9:694.4","ICD9","6944"
"64773","695_","ICD9:694.5","ICD9","6945"
"64774","695_","ICD9:694.6","ICD9","6946"
"64775","695_","ICD9:694.60","ICD9","69460"
"64776","695_","ICD9:694.61","ICD9","69461"
"64793","695_","ICD9:695.3","ICD9","6953"
"64799","695_","ICD9:373.34","ICD9","37334"
"64808","695_","ICD9:695.4","ICD9","6954"
"64813","695_","ICD9:710.0","ICD9","7100"
"64824","695_","ICD9:697","ICD9","697"
"64825","695_","ICD9:697.0","ICD9","6970"
"64826","695_","ICD9:697.1","ICD9","6971"
"64827","695_","ICD9:697.8","ICD9","6978"
"64828","695_","ICD9:697.9","ICD9","6979"
"64829","695_","ICD9:698.2","ICD9","6982"
"64830","695_","ICD9:698.3","ICD9","6983"
"64846","695_","ICD9:695.8","ICD9","6958"
"64847","695_","ICD9:695.81","ICD9","69581"
"64848","695_","ICD9:695.89","ICD9","69589"
"64849","695_","ICD9:698.4","ICD9","6984"
"64859","695_","ICD9:695.2","ICD9","6952"
"64861","695_","ICD9:695.9","ICD9","6959"
"64863","695_1","ICD9:695.0","ICD9","6950"
"64864","695_1","ICD9:695.1","ICD9","6951"
"64865","695_1","ICD9:695.10","ICD9","69510"
"64866","695_1","ICD9:695.11","ICD9","69511"
"64867","695_1","ICD9:695.12","ICD9","69512"
"64868","695_1","ICD9:695.13","ICD9","69513"
"64869","695_1","ICD9:695.14","ICD9","69514"
"64870","695_1","ICD9:695.15","ICD9","69515"
"64871","695_1","ICD9:695.19","ICD9","69519"
"64887","695_2","ICD9:694","ICD9","694"
"64888","695_2","ICD9:694.8","ICD9","6948"
"64889","695_2","ICD9:694.9","ICD9","6949"
"64893","695_2","ICD9:694.0","ICD9","6940"
"64894","695_2","ICD9:694.1","ICD9","6941"
"64895","695_2","ICD9:694.2","ICD9","6942"
"64896","695_2","ICD9:694.3","ICD9","6943"
"64901","695_2","ICD9:694.4","ICD9","6944"
"64902","695_2","ICD9:694.5","ICD9","6945"
"64903","695_2","ICD9:694.6","ICD9","6946"
"64904","695_2","ICD9:694.60","ICD9","69460"
"64905","695_2","ICD9:694.61","ICD9","69461"
"64922","695_21","ICD9:694.0","ICD9","6940"
"64923","695_21","ICD9:694.1","ICD9","6941"
"64924","695_21","ICD9:694.2","ICD9","6942"
"64925","695_21","ICD9:694.3","ICD9","6943"
"64930","695_22","ICD9:694.4","ICD9","6944"
"64931","695_22","ICD9:694.5","ICD9","6945"
"64932","695_22","ICD9:694.6","ICD9","6946"
"64933","695_22","ICD9:694.60","ICD9","69460"
"64934","695_22","ICD9:694.61","ICD9","69461"
"64951","695_3","ICD9:695.3","ICD9","6953"
"64957","695_4","ICD9:373.34","ICD9","37334"
"64966","695_4","ICD9:695.4","ICD9","6954"
"64971","695_4","ICD9:710.0","ICD9","7100"
"64982","695_41","ICD9:695.4","ICD9","6954"
"64987","695_42","ICD9:710.0","ICD9","7100"
"64998","695_7","ICD9:697","ICD9","697"
"64999","695_7","ICD9:697.0","ICD9","6970"
"65000","695_7","ICD9:697.1","ICD9","6971"
"65001","695_7","ICD9:697.8","ICD9","6978"
"65002","695_7","ICD9:697.9","ICD9","6979"
"65003","695_7","ICD9:698.2","ICD9","6982"
"65004","695_7","ICD9:698.3","ICD9","6983"
"65020","695_8","ICD9:695.8","ICD9","6958"
"65021","695_8","ICD9:695.81","ICD9","69581"
"65022","695_8","ICD9:695.89","ICD9","69589"
"65023","695_8","ICD9:698.4","ICD9","6984"
"65033","695_8","ICD9:695.2","ICD9","6952"
"65035","695_81","ICD9:695.2","ICD9","6952"
"65037","695_9","ICD9:695.9","ICD9","6959"
"65039","696_","ICD9:696","ICD9","696"
"65040","696_","ICD9:696.2","ICD9","6962"
"65050","696_","ICD9:696.3","ICD9","6963"
"65051","696_","ICD9:696.4","ICD9","6964"
"65052","696_","ICD9:696.5","ICD9","6965"
"65056","696_","ICD9:696.8","ICD9","6968"
"65058","696_","ICD9:696.1","ICD9","6961"
"65065","696_","ICD9:696.0","ICD9","6960"
"65073","696_2","ICD9:696.2","ICD9","6962"
"65083","696_3","ICD9:696.3","ICD9","6963"
"65084","696_3","ICD9:696.4","ICD9","6964"
"65085","696_3","ICD9:696.5","ICD9","6965"
"65089","696_4","ICD9:696.8","ICD9","6968"
"65091","696_4","ICD9:696.1","ICD9","6961"
"65098","696_4","ICD9:696.0","ICD9","6960"
"65106","696_41","ICD9:696.1","ICD9","6961"
"65113","696_42","ICD9:696.0","ICD9","6960"
"65121","697_","ICD9:135","ICD9","135"
"65122","697_","ICD9:321.4","ICD9","3214"
"65138","698_","ICD9:698","ICD9","698"
"65139","698_","ICD9:698.0","ICD9","6980"
"65140","698_","ICD9:698.1","ICD9","6981"
"65141","698_","ICD9:698.8","ICD9","6988"
"65142","698_","ICD9:698.9","ICD9","6989"
"65150","700_","ICD9:700","ICD9","700"
"65152","701_","ICD9:701","ICD9","701"
"65153","701_","ICD9:701.3","ICD9","7013"
"65154","701_","ICD9:701.8","ICD9","7018"
"65155","701_","ICD9:701.9","ICD9","7019"
"65182","701_","ICD9:701.1","ICD9","7011"
"65190","701_","ICD9:709.2","ICD9","7092"
"65192","701_","ICD9:701.0","ICD9","7010"
"65197","701_","ICD9:701.4","ICD9","7014"
"65199","701_","ICD9:701.5","ICD9","7015"
"65200","701_","ICD9:709.4","ICD9","7094"
"65201","701_","ICD9:728.82","ICD9","72882"
"65235","701_","ICD9:701.2","ICD9","7012"
"65237","701_1","ICD9:701.1","ICD9","7011"
"65245","701_2","ICD9:709.2","ICD9","7092"
"65247","701_3","ICD9:701.0","ICD9","7010"
"65252","701_4","ICD9:701.4","ICD9","7014"
"65254","701_5","ICD9:701.5","ICD9","7015"
"65255","701_5","ICD9:709.4","ICD9","7094"
"65256","701_5","ICD9:728.82","ICD9","72882"
"65290","701_6","ICD9:701.2","ICD9","7012"
"65292","702_","ICD9:702","ICD9","702"
"65293","702_","ICD9:702.8","ICD9","7028"
"65295","702_","ICD9:702.0","ICD9","7020"
"65297","702_","ICD9:702.1","ICD9","7021"
"65298","702_","ICD9:702.11","ICD9","70211"
"65299","702_","ICD9:702.19","ICD9","70219"
"65303","702_","ICD9:709.3","ICD9","7093"
"65305","702_1","ICD9:702.0","ICD9","7020"
"65307","702_2","ICD9:702.1","ICD9","7021"
"65308","702_2","ICD9:702.11","ICD9","70211"
"65309","702_2","ICD9:702.19","ICD9","70219"
"65313","702_4","ICD9:709.3","ICD9","7093"
"65315","703_","ICD9:703","ICD9","703"
"65316","703_","ICD9:703.8","ICD9","7038"
"65317","703_","ICD9:703.80","ICD9","70380"
"65318","703_","ICD9:703.9","ICD9","7039"
"65328","703_1","ICD9:703.0","ICD9","7030"
"65330","704_","ICD9:704","ICD9","704"
"65331","704_","ICD9:704.3","ICD9","7043"
"65332","704_","ICD9:704.41","ICD9","70441"
"65333","704_","ICD9:704.42","ICD9","70442"
"65334","704_","ICD9:704.9","ICD9","7049"
"65339","704_","ICD9:704.0","ICD9","7040"
"65340","704_","ICD9:704.00","ICD9","70400"
"65341","704_","ICD9:704.09","ICD9","70409"
"65357","704_","ICD9:704.01","ICD9","70401"
"65362","704_","ICD9:704.02","ICD9","70402"
"65364","704_","ICD9:704.2","ICD9","7042"
"65365","704_","ICD9:704.8","ICD9","7048"
"65372","704_1","ICD9:704.0","ICD9","7040"
"65373","704_1","ICD9:704.00","ICD9","70400"
"65374","704_1","ICD9:704.09","ICD9","70409"
"65390","704_1","ICD9:704.01","ICD9","70401"
"65395","704_1","ICD9:704.02","ICD9","70402"
"65397","704_11","ICD9:704.01","ICD9","70401"
"65402","704_12","ICD9:704.02","ICD9","70402"
"65404","704_2","ICD9:704.1","ICD9","7041"
"65412","704_8","ICD9:704.2","ICD9","7042"
"65413","704_8","ICD9:704.8","ICD9","7048"
"65420","705_","ICD9:705","ICD9","705"
"65421","705_","ICD9:705.0","ICD9","7050"
"65422","705_","ICD9:705.1","ICD9","7051"
"65423","705_","ICD9:705.8","ICD9","7058"
"65424","705_","ICD9:705.82","ICD9","70582"
"65425","705_","ICD9:705.89","ICD9","70589"
"65426","705_","ICD9:705.9","ICD9","7059"
"65441","705_","ICD9:705.81","ICD9","70581"
"65443","705_","ICD9:705.83","ICD9","70583"
"65445","705_1","ICD9:705.81","ICD9","70581"
"65447","705_3","ICD9:705.83","ICD9","70583"
"65449","705_8","ICD9:705.2","ICD9","7052"
"65450","705_8","ICD9:705.21","ICD9","70521"
"65451","705_8","ICD9:705.22","ICD9","70522"
"65452","705_8","ICD9:780.8","ICD9","7808"
"65462","706_","ICD9:706","ICD9","706"
"65463","706_","ICD9:706.9","ICD9","7069"
"65464","706_","ICD9:706.0","ICD9","7060"
"65465","706_","ICD9:706.1","ICD9","7061"
"65476","706_","ICD9:706.2","ICD9","7062"
"65484","706_","ICD9:706.3","ICD9","7063"
"65485","706_","ICD9:706.8","ICD9","7068"
"65487","706_1","ICD9:706.0","ICD9","7060"
"65488","706_1","ICD9:706.1","ICD9","7061"
"65499","706_2","ICD9:706.2","ICD9","7062"
"65507","706_3","ICD9:706.3","ICD9","7063"
"65508","706_8","ICD9:706.8","ICD9","7068"
"65510","707_","ICD9:707","ICD9","707"
"65512","707_","ICD9:707.0","ICD9","7070"
"65513","707_","ICD9:707.00","ICD9","70700"
"65514","707_","ICD9:707.01","ICD9","70701"
"65515","707_","ICD9:707.02","ICD9","70702"
"65516","707_","ICD9:707.03","ICD9","70703"
"65517","707_","ICD9:707.04","ICD9","70704"
"65518","707_","ICD9:707.05","ICD9","70705"
"65519","707_","ICD9:707.06","ICD9","70706"
"65520","707_","ICD9:707.07","ICD9","70707"
"65521","707_","ICD9:707.09","ICD9","70709"
"65522","707_","ICD9:707.2","ICD9","7072"
"65523","707_","ICD9:707.20","ICD9","70720"
"65524","707_","ICD9:707.21","ICD9","70721"
"65525","707_","ICD9:707.22","ICD9","70722"
"65526","707_","ICD9:707.23","ICD9","70723"
"65527","707_","ICD9:707.24","ICD9","70724"
"65528","707_","ICD9:707.25","ICD9","70725"
"65712","707_","ICD9:707.1","ICD9","7071"
"65713","707_","ICD9:707.10","ICD9","70710"
"65714","707_","ICD9:707.11","ICD9","70711"
"65715","707_","ICD9:707.12","ICD9","70712"
"65716","707_","ICD9:707.13","ICD9","70713"
"65717","707_","ICD9:707.14","ICD9","70714"
"65718","707_","ICD9:707.15","ICD9","70715"
"65719","707_","ICD9:707.19","ICD9","70719"
"66001","707_","ICD9:707.8","ICD9","7078"
"66002","707_","ICD9:707.9","ICD9","7079"
"66024","707_1","ICD9:707.0","ICD9","7070"
"66025","707_1","ICD9:707.00","ICD9","70700"
"66026","707_1","ICD9:707.01","ICD9","70701"
"66027","707_1","ICD9:707.02","ICD9","70702"
"66028","707_1","ICD9:707.03","ICD9","70703"
"66029","707_1","ICD9:707.04","ICD9","70704"
"66030","707_1","ICD9:707.05","ICD9","70705"
"66031","707_1","ICD9:707.06","ICD9","70706"
"66032","707_1","ICD9:707.07","ICD9","70707"
"66033","707_1","ICD9:707.09","ICD9","70709"
"66034","707_1","ICD9:707.2","ICD9","7072"
"66035","707_1","ICD9:707.20","ICD9","70720"
"66036","707_1","ICD9:707.21","ICD9","70721"
"66037","707_1","ICD9:707.22","ICD9","70722"
"66038","707_1","ICD9:707.23","ICD9","70723"
"66039","707_1","ICD9:707.24","ICD9","70724"
"66040","707_1","ICD9:707.25","ICD9","70725"
"66224","707_2","ICD9:707.1","ICD9","7071"
"66225","707_2","ICD9:707.10","ICD9","70710"
"66226","707_2","ICD9:707.11","ICD9","70711"
"66227","707_2","ICD9:707.12","ICD9","70712"
"66228","707_2","ICD9:707.13","ICD9","70713"
"66229","707_2","ICD9:707.14","ICD9","70714"
"66230","707_2","ICD9:707.15","ICD9","70715"
"66231","707_2","ICD9:707.19","ICD9","70719"
"66513","707_3","ICD9:707.8","ICD9","7078"
"66514","707_3","ICD9:707.9","ICD9","7079"
"66536","709_","ICD9:710","ICD9","710"
"66537","709_","ICD9:710.2","ICD9","7102"
"66545","709_","ICD9:517.2","ICD9","5172"
"66546","709_","ICD9:710.1","ICD9","7101"
"66556","709_","ICD9:710.4","ICD9","7104"
"66562","709_","ICD9:710.3","ICD9","7103"
"66580","709_","ICD9:710.8","ICD9","7108"
"66584","709_","ICD9:710.9","ICD9","7109"
"66587","709_2","ICD9:710.2","ICD9","7102"
"66595","709_3","ICD9:517.2","ICD9","5172"
"66596","709_3","ICD9:710.1","ICD9","7101"
"66606","709_4","ICD9:710.4","ICD9","7104"
"66612","709_5","ICD9:710.3","ICD9","7103"
"66630","709_6","ICD9:710.8","ICD9","7108"
"66634","709_7","ICD9:710.9","ICD9","7109"
"66637","710_","ICD9:730","ICD9","730"
"66638","710_","ICD9:730.8","ICD9","7308"
"66639","710_","ICD9:730.80","ICD9","73080"
"66640","710_","ICD9:730.81","ICD9","73081"
"66641","710_","ICD9:730.82","ICD9","73082"
"66642","710_","ICD9:730.83","ICD9","73083"
"66643","710_","ICD9:730.84","ICD9","73084"
"66644","710_","ICD9:730.85","ICD9","73085"
"66645","710_","ICD9:730.86","ICD9","73086"
"66646","710_","ICD9:730.87","ICD9","73087"
"66647","710_","ICD9:730.88","ICD9","73088"
"66648","710_","ICD9:730.89","ICD9","73089"
"66649","710_","ICD9:730.9","ICD9","7309"
"66650","710_","ICD9:730.90","ICD9","73090"
"66651","710_","ICD9:730.91","ICD9","73091"
"66652","710_","ICD9:730.92","ICD9","73092"
"66653","710_","ICD9:730.93","ICD9","73093"
"66654","710_","ICD9:730.94","ICD9","73094"
"66655","710_","ICD9:730.95","ICD9","73095"
"66656","710_","ICD9:730.96","ICD9","73096"
"66657","710_","ICD9:730.97","ICD9","73097"
"66658","710_","ICD9:730.98","ICD9","73098"
"66659","710_","ICD9:730.99","ICD9","73099"
"66670","710_","ICD9:003.24","ICD9","00324"
"66672","710_","ICD9:730.0","ICD9","7300"
"66673","710_","ICD9:730.00","ICD9","73000"
"66674","710_","ICD9:730.01","ICD9","73001"
"66675","710_","ICD9:730.02","ICD9","73002"
"66676","710_","ICD9:730.03","ICD9","73003"
"66677","710_","ICD9:730.04","ICD9","73004"
"66678","710_","ICD9:730.05","ICD9","73005"
"66679","710_","ICD9:730.06","ICD9","73006"
"66680","710_","ICD9:730.07","ICD9","73007"
"66681","710_","ICD9:730.08","ICD9","73008"
"66682","710_","ICD9:730.09","ICD9","73009"
"66779","710_","ICD9:730.1","ICD9","7301"
"66780","710_","ICD9:730.10","ICD9","73010"
"66781","710_","ICD9:730.11","ICD9","73011"
"66782","710_","ICD9:730.12","ICD9","73012"
"66783","710_","ICD9:730.13","ICD9","73013"
"66784","710_","ICD9:730.14","ICD9","73014"
"66785","710_","ICD9:730.15","ICD9","73015"
"66786","710_","ICD9:730.16","ICD9","73016"
"66787","710_","ICD9:730.17","ICD9","73017"
"66788","710_","ICD9:730.18","ICD9","73018"
"66789","710_","ICD9:730.19","ICD9","73019"
"66929","710_","ICD9:730.2","ICD9","7302"
"66930","710_","ICD9:730.20","ICD9","73020"
"66931","710_","ICD9:730.21","ICD9","73021"
"66932","710_","ICD9:730.22","ICD9","73022"
"66933","710_","ICD9:730.23","ICD9","73023"
"66934","710_","ICD9:730.24","ICD9","73024"
"66935","710_","ICD9:730.25","ICD9","73025"
"66936","710_","ICD9:730.26","ICD9","73026"
"66937","710_","ICD9:730.27","ICD9","73027"
"66938","710_","ICD9:730.28","ICD9","73028"
"66939","710_","ICD9:730.29","ICD9","73029"
"66953","710_","ICD9:730.3","ICD9","7303"
"66954","710_","ICD9:730.30","ICD9","73030"
"66955","710_","ICD9:730.31","ICD9","73031"
"66956","710_","ICD9:730.32","ICD9","73032"
"66957","710_","ICD9:730.33","ICD9","73033"
"66958","710_","ICD9:730.34","ICD9","73034"
"66959","710_","ICD9:730.35","ICD9","73035"
"66960","710_","ICD9:730.36","ICD9","73036"
"66961","710_","ICD9:730.37","ICD9","73037"
"66962","710_","ICD9:730.38","ICD9","73038"
"66963","710_","ICD9:730.39","ICD9","73039"
"66964","710_","ICD9:730.7","ICD9","7307"
"66965","710_","ICD9:730.70","ICD9","73070"
"66966","710_","ICD9:730.71","ICD9","73071"
"66967","710_","ICD9:730.72","ICD9","73072"
"66968","710_","ICD9:730.73","ICD9","73073"
"66969","710_","ICD9:730.74","ICD9","73074"
"66970","710_","ICD9:730.75","ICD9","73075"
"66971","710_","ICD9:730.76","ICD9","73076"
"66972","710_","ICD9:730.77","ICD9","73077"
"66973","710_","ICD9:730.78","ICD9","73078"
"66974","710_","ICD9:730.79","ICD9","73079"
"67007","710_1","ICD9:003.24","ICD9","00324"
"67009","710_1","ICD9:730.0","ICD9","7300"
"67010","710_1","ICD9:730.00","ICD9","73000"
"67011","710_1","ICD9:730.01","ICD9","73001"
"67012","710_1","ICD9:730.02","ICD9","73002"
"67013","710_1","ICD9:730.03","ICD9","73003"
"67014","710_1","ICD9:730.04","ICD9","73004"
"67015","710_1","ICD9:730.05","ICD9","73005"
"67016","710_1","ICD9:730.06","ICD9","73006"
"67017","710_1","ICD9:730.07","ICD9","73007"
"67018","710_1","ICD9:730.08","ICD9","73008"
"67019","710_1","ICD9:730.09","ICD9","73009"
"67116","710_1","ICD9:730.1","ICD9","7301"
"67117","710_1","ICD9:730.10","ICD9","73010"
"67118","710_1","ICD9:730.11","ICD9","73011"
"67119","710_1","ICD9:730.12","ICD9","73012"
"67120","710_1","ICD9:730.13","ICD9","73013"
"67121","710_1","ICD9:730.14","ICD9","73014"
"67122","710_1","ICD9:730.15","ICD9","73015"
"67123","710_1","ICD9:730.16","ICD9","73016"
"67124","710_1","ICD9:730.17","ICD9","73017"
"67125","710_1","ICD9:730.18","ICD9","73018"
"67126","710_1","ICD9:730.19","ICD9","73019"
"67266","710_1","ICD9:730.2","ICD9","7302"
"67267","710_1","ICD9:730.20","ICD9","73020"
"67268","710_1","ICD9:730.21","ICD9","73021"
"67269","710_1","ICD9:730.22","ICD9","73022"
